id,nome,idade,sexo,"estado, renda_mensal"
573,Helena Araújo,30,M,DF,5370.09
574,Srta. Ester Sousa,31,M,AC,6041.64
575,Dra. Maitê Ferreira,40,M,AP,8392.76
576,Vicente Cardoso,81,F,AM,6918.99
577,Manuella Correia,62,M,RR,2424.55
578,Gabriel Azevedo,53,M,DF,3240.03
579,Sr. Marcos Vinicius Campos,95,M,RJ,9274.81
580,Maria Julia Caldeira,84,F,PE,5744.48
581,Ana Sophia Borges,74,F,CE,7191.82
582,Joaquim Costa,63,F,PI,8358.5
583,Liz Brito,35,M,PB,6305.9
584,Dra. Mariane Castro,41,M,AC,1695.3
585,Evelyn da Rosa,30,F,RJ,7972.79
586,Dra. Olívia Marques,86,M,RJ,2816.15
587,Samuel da Cunha,72,M,AC,2022.29
588,Srta. Liz Pereira,72,F,PR,4422.95
589,Ana Sophia Nascimento,19,M,AC,6787.15
590,Sr. Rafael Sales,51,F,DF,4044.99
591,Sr. Luiz Fernando Leão,43,M,RJ,9818.85
592,Maria Julia Caldeira,85,M,PE,5491.7
593,Theodoro Mendes,37,F,PE,5779.65
594,Benicio Souza,30,M,PE,2342.91
595,Maria Julia Castro,30,M,BA,5893.17
596,Rael Sales,37,F,BA,9023.84
597,Thales Moura,59,F,MS,6296.06
598,Antony Martins,54,F,TO,2051.42
599,Apollo Ramos,74,F,MA,8693.45
600,Dr. Bruno Montenegro,29,F,RJ,4014.55
601,Dr. Noah Rezende,63,F,RN,3948.01
602,João Guilherme Melo,24,F,RO,5529.77
603,Ana Cecília Viana,64,F,TO,9447.41
604,Daniel Rios,99,F,RO,1992.29
605,Ana Clara Sousa,73,M,SC,4568.44
606,Luiz Miguel Marques,64,F,PI,7883.62
607,Isabella Fernandes,20,M,CE,6834.04
608,Sofia Lima,80,F,RO,6361.86
609,Luara Novais,66,F,DF,5880.44
610,Emanuel Machado,40,F,SE,5721.15
611,Dr. Vitor Hugo Marques,32,M,MA,3626.02
612,Sr. Murilo Duarte,44,M,PB,9151.7
613,Joaquim Fonseca,80,M,RR,8267.01
614,Caroline Campos,72,M,RJ,2483.0
615,Isadora Rodrigues,75,M,PR,9808.77
616,João Miguel Costela,98,M,GO,5456.06
617,Dr. Pietro Almeida,32,M,SP,3138.59
618,Enzo Mendonça,56,F,PI,7164.59
619,Luara Rezende,22,F,MS,4579.24
620,Maria Laura Moura,92,M,MT,4342.89
621,Leandro Lima,78,F,SC,6935.78
622,Bianca Mendonça,62,M,PI,7093.19
623,Bianca Correia,36,M,RJ,9849.2
624,Alice Duarte,43,M,PB,7029.48
625,Elisa Nunes,74,F,AP,6502.98
626,Ester da Luz,83,F,SP,3621.53
627,Dra. Mirella Monteiro,88,F,SE,2667.63
628,Esther Sales,34,F,SC,4062.78
629,Lucca Mendonça,81,M,PB,7376.16
630,Enzo Gabriel Sousa,25,M,PR,1657.13
631,Daniela Abreu,36,M,TO,9152.04
632,Aurora Siqueira,70,M,PE,1136.13
633,Srta. Maria Júlia Araújo,36,F,PA,7038.3
634,Luana Costela,74,M,PB,6296.32
635,Arthur Miguel Vieira,91,M,GO,7240.62
636,Dante da Cruz,53,M,SP,5026.96
637,Isadora Martins,75,F,PA,2396.56
638,Arthur Miguel Sampaio,96,M,RS,3262.55
639,Eduardo Martins,70,F,RO,9011.29
640,Sr. Benjamim da Paz,96,M,PI,9674.2
641,Srta. Ana da Luz,35,M,MT,1145.7
642,Rebeca Rezende,55,F,AL,1054.44
643,Ana Luiza Fonseca,62,F,RN,7808.8
644,Sr. Rael Ribeiro,42,M,PR,4776.4
645,Srta. Sophia da Cruz,24,F,CE,8136.25
646,Sr. Murilo Rios,24,M,RJ,6847.77
647,Leandro das Neves,21,M,MS,2908.75
648,Giovanna Duarte,51,F,RS,2097.48
649,Lorenzo Rezende,82,F,PE,3681.47
650,Liz Costa,64,M,SE,5721.67
651,Isabela Ribeiro,64,F,AL,8910.65
652,Olívia Casa Grande,30,F,SP,3285.53
653,Eloá Aparecida,46,M,SE,7862.17
654,Eduarda Casa Grande,98,F,MS,9678.05
655,Ísis Almeida,38,M,AC,4869.85
656,Davi Lucca Gonçalves,35,F,MT,9284.64
657,Mariah Moraes,52,M,PR,3372.89
658,Heitor Novaes,82,M,MA,4800.93
659,Srta. Ana Beatriz Aragão,19,M,RR,9861.95
660,Fernanda Rezende,66,F,ES,8758.11
661,João Vitor Abreu,45,M,PR,9514.2
662,Enzo Gabriel Garcia,67,F,SC,9850.79
663,Antony Cardoso,34,M,MA,5660.18
664,Ravy da Mata,79,M,DF,8840.27
665,Luara Fogaça,66,M,AM,4323.78
666,Eloah da Mota,100,F,ES,6484.96
667,Gustavo Henrique Câmara,49,F,PI,7725.18
668,Renan Azevedo,54,M,ES,8146.53
669,André Cavalcante,20,F,PA,3234.88
670,Ana Luiza Cassiano,18,M,AM,8072.61
671,Dr. Benjamim Garcia,80,M,MG,6442.58
672,Brayan Albuquerque,40,M,CE,9014.16
673,Vinicius da Luz,45,F,MG,9544.41
674,Luiz Henrique Moura,29,M,TO,4663.76
675,Maria Isis Costa,66,F,ES,5119.2
676,Daniel Castro,37,F,DF,7454.16
677,Vinícius Nunes,52,F,BA,6666.74
678,Maria Vitória Pimenta,50,F,CE,5277.33
679,Anthony Gabriel Mendes,53,F,RR,9592.36
680,Dra. Maria Isis Fernandes,34,M,SP,2409.06
681,Danilo Costela,80,M,RS,4966.76
682,Mariana Nascimento,65,F,CE,6094.35
683,Luiza Mendes,67,F,RO,1558.67
684,Kaique Pacheco,40,F,MS,1645.1
685,Marcelo da Cruz,32,F,AP,2883.29
686,Clarice Pastor,60,M,RR,6082.38
687,José Pedro Siqueira,79,F,PA,4212.62
688,Amanda Pires,76,M,SE,4217.25
689,Luara Carvalho,91,F,PB,4278.65
690,Srta. Laís Mendonça,94,M,SC,9206.33
691,Josué Costa,94,M,SE,6883.54
692,Sra. Manuela Caldeira,23,F,PA,9706.04
693,Maria Liz Rezende,67,F,RS,3912.29
694,Maria Júlia Brito,20,F,SC,1747.52
695,Srta. Maria Eduarda Ribeiro,84,F,PA,6291.68
696,Dra. Melissa Monteiro,37,F,RS,1700.62
697,Gael Campos,28,F,ES,9113.35
698,Igor Moura,55,F,SC,1334.89
699,Dra. Ana Cecília Moura,27,F,AP,7765.98
700,Olivia Campos,95,F,PB,4987.88
701,João Miguel Macedo,29,F,AM,6262.31
702,Luiz Gustavo Camargo,38,F,PE,2500.62
703,Augusto Gomes,30,M,MA,5060.18
704,Dr. Otávio Casa Grande,84,M,GO,8398.82
705,Dr. João Vitor Duarte,27,F,GO,1479.45
706,Srta. Maria Eduarda Macedo,96,M,CE,5910.02
707,Marcelo Montenegro,53,M,RS,5570.25
708,Laura Gonçalves,40,M,ES,6881.13
709,Dr. Matheus Ribeiro,38,M,MS,5938.14
710,Matheus Alves,75,M,MS,5665.82
711,Maria Alice Cavalcanti,49,M,MT,4743.34
712,Luiza Dias,37,M,CE,6282.3
713,Gabriela Siqueira,57,M,AM,3932.95
714,Ana Sophia Costa,30,F,SP,2772.39
715,Ayla Garcia,85,F,AL,5437.93
716,Ana Cecília da Rosa,39,F,RN,4223.08
717,Daniel Guerra,61,M,PR,2280.48
718,Laura Vieira,70,F,RS,1467.83
719,Ana Julia Sousa,100,F,RN,4559.32
720,Esther Porto,21,F,AL,9192.47
721,Ísis Alves,71,M,BA,6438.53
722,Sra. Isabela Pereira,88,M,PB,1575.92
723,Murilo Gomes,55,M,PI,4360.97
724,Bruna Alves,48,M,BA,7049.44
725,Srta. Maria Flor Nogueira,73,M,SC,4867.61
726,Benício Martins,58,M,GO,9758.67
727,Laís Oliveira,100,M,PI,5128.15
728,Isadora Farias,45,M,SC,3964.32
729,Sra. Maria Costela,100,M,RN,3645.54
730,Clarice Casa Grande,86,F,PB,8840.28
731,Alexia Câmara,76,M,RR,3021.97
732,Benjamim Martins,96,F,AL,6689.63
733,Heloisa Melo,57,M,ES,9291.65
734,Natália Gonçalves,53,M,SP,9731.23
735,Sr. Samuel Pinto,55,M,MG,7224.75
736,Sra. Joana Ferreira,64,F,SP,5014.94
737,Jade da Mata,20,M,AC,4326.97
738,Kevin Dias,56,F,SE,3354.75
739,Oliver Martins,69,M,AM,4273.59
740,Breno das Neves,57,F,AC,3071.31
741,Benjamim Barbosa,26,F,SP,6459.08
742,Emanuella Costela,98,M,PE,1056.02
743,Josué Carvalho,75,M,MS,8942.29
744,Catarina Oliveira,83,F,PE,1328.49
745,Rael Teixeira,26,F,SC,7710.56
746,Antonella da Cunha,26,F,GO,5650.6
747,Maria Fernanda Siqueira,67,F,AM,2873.74
748,Amanda Costela,99,F,CE,5565.96
749,Luísa Nascimento,95,M,RR,6006.22
750,Arthur Peixoto,37,M,RS,9554.25
751,Vitória Ramos,47,M,SC,9472.28
752,Benicio Pires,35,F,MA,9379.54
753,Brayan Martins,31,F,RO,2687.78
754,Alana Novaes,89,M,TO,4978.75
755,Anthony Campos,90,F,TO,1312.93
756,Emilly Macedo,63,M,MA,4056.79
757,Daniel da Mota,94,M,AL,9808.65
758,Sra. Yasmin Correia,85,F,RO,4612.6
759,Benjamim Santos,38,M,AM,1222.32
760,Dr. Guilherme Ramos,35,F,AL,5633.85
761,Maria Sophia Azevedo,100,M,AM,5660.92
762,Maria Liz Leão,100,F,RR,1070.42
763,Vitor Sampaio,66,F,PR,9007.98
764,Valentim Cardoso,55,M,SC,5195.17
765,Vinicius Azevedo,84,M,PI,9925.32
766,Bella Camargo,54,F,RR,5288.03
767,Paulo Gomes,97,M,PB,8974.26
768,Lorena Campos,95,M,PE,6580.7
769,Stephany da Luz,44,M,PR,3625.44
770,Maria Sophia da Costa,83,F,PI,7222.52
771,Lunna Caldeira,42,M,MA,4655.07
772,Anthony Melo,39,M,PI,4065.77
773,Davi Lucca Montenegro,97,M,AP,9743.36
774,Pedro Lucas Pereira,38,F,MG,8766.98
775,Caroline Pereira,48,M,RO,2362.46
776,Maria Luísa Porto,58,F,CE,4178.42
777,Maria Liz Leão,47,F,MT,3458.74
778,Sra. Eloah Marques,30,M,RS,6560.3
779,Otto Andrade,59,F,SP,9743.4
780,Ana Vitória da Costa,93,F,CE,1847.82
781,Vinícius Nascimento,99,M,RN,4659.25
782,Giovanna Ramos,41,M,SE,1743.31
783,Luiz Fernando Ramos,43,F,PR,9414.67
784,Enzo Costela,60,F,PR,3640.47
785,Sra. Luara Carvalho,33,M,CE,6969.29
786,Anthony Barbosa,53,M,BA,8977.53
787,Dra. Júlia das Neves,43,F,PR,7356.29
788,Ana Vitória Alves,39,M,RS,5797.32
789,Jade Vasconcelos,89,F,PR,8347.55
790,Cecilia Nunes,70,F,SE,6180.02
791,Sra. Alice da Cunha,49,F,RN,6430.45
792,Emanuella Cassiano,37,F,MG,2977.55
793,Sra. Ana Clara Duarte,62,F,MT,6852.33
794,Benjamim Moura,51,M,RR,1161.73
795,Théo Siqueira,28,F,RN,6020.16
796,Pedro Lucas Correia,89,F,PI,6582.02
797,Alana Rodrigues,45,F,AL,7639.63
798,Francisco das Neves,22,M,PE,2156.69
799,Dra. Ana Vitória Sales,48,F,SP,3297.87
800,Sr. João Vitor Monteiro,77,M,PB,7793.61
801,Rebeca Sampaio,85,F,AM,2311.63
802,Lucca Camargo,35,F,AL,9724.61
803,Isabelly da Paz,100,F,GO,7016.97
804,Cecília Pires,68,F,CE,5475.12
805,Bruna Costa,41,M,MT,9479.42
806,Srta. Maria Júlia Mendonça,32,M,MA,1143.68
807,Raquel Costa,47,M,PR,8507.83
808,Larissa Leão,66,M,RR,4860.59
809,Dr. Ryan Lopes,41,M,RS,9225.91
810,Pedro Lucas Sales,97,F,MT,4188.75
811,Bryan da Costa,77,M,RJ,9487.39
812,Lara Pereira,93,F,BA,8235.83
813,Dra. Elisa Garcia,89,F,PB,2581.71
814,Olívia Fogaça,90,F,PI,1394.48
815,Dr. Davi Miguel Costela,67,F,GO,6339.04
816,Dr. André Sales,60,M,PA,6283.41
817,Maria Alice Borges,35,F,AP,7258.43
818,Dra. Sophie da Costa,76,M,RN,3909.65
819,Marina Oliveira,88,M,PA,4505.53
820,Alícia da Conceição,20,M,GO,5685.24
821,Luiz Henrique Teixeira,100,F,RJ,1747.53
822,Hellena Siqueira,58,F,AP,8129.33
823,Asafe Souza,97,F,BA,9084.51
824,Maysa Araújo,84,M,TO,4767.13
825,Stephany Gonçalves,72,M,ES,8647.79
826,Oliver Pimenta,93,F,PE,4115.76
827,Helena Cardoso,24,F,SP,4320.34
828,Julia Correia,96,M,PR,4040.48
829,Kaique Monteiro,62,M,CE,9757.52
830,Lorena Dias,61,F,ES,8631.82
831,Enzo Gabriel Dias,97,F,SP,1292.94
832,Dr. Léo Macedo,60,M,AC,4468.03
833,Maria Sophia Leão,36,F,GO,3071.02
834,Heloísa Azevedo,21,F,CE,7137.2
835,Lucca Sá,53,F,GO,9954.53
836,Heloisa Montenegro,80,F,RO,3293.47
837,Diego Ribeiro,73,F,SP,6573.62
838,Dr. Matheus Castro,27,M,PA,2829.91
839,Bernardo da Cruz,53,F,RJ,6504.44
840,Heitor Mendes,34,F,BA,6647.62
841,Augusto Caldeira,44,F,ES,2842.75
842,Srta. Maria Fernanda Pires,19,M,RN,9650.74
843,Alexandre da Cruz,95,F,TO,7529.55
844,Sophia Cardoso,59,M,SE,6552.44
845,Henry Gabriel Aparecida,73,F,MT,1215.09
846,Elisa Lima,74,M,PR,5912.32
847,Sr. Bryan Ferreira,68,F,AP,3413.93
848,Jade Nunes,34,M,MA,8129.0
849,Ester Cassiano,19,F,ES,9529.46
850,Dra. Maysa Pacheco,60,F,AM,3331.54
851,Ryan Cavalcante,30,F,RS,4123.95
852,Maria Correia,38,M,RR,8726.97
853,Vitor Cavalcante,75,F,RS,2411.53
854,Samuel Lopes,93,F,RN,5462.84
855,Asafe Pacheco,92,M,BA,5968.63
856,Daniela Gomes,55,F,MG,9819.16
857,Luigi Pacheco,88,F,SC,2412.91
858,Dr. Ian Mendonça,43,F,CE,8044.82
859,Felipe Andrade,46,F,AP,8526.32
860,Benício da Rosa,87,M,AL,9195.49
861,Dra. Isabela Brito,28,F,AL,1162.11
862,Emilly Brito,19,F,CE,8185.79
863,Ana Laura Aparecida,81,F,CE,8192.84
864,Eduarda Correia,52,M,CE,7418.11
865,Ana Cecília Porto,42,F,PB,7635.49
866,Alexia Castro,25,M,SC,3490.87
867,Srta. Aylla Porto,39,F,BA,6446.68
868,Allana da Conceição,25,F,AL,9198.25
869,Otto Santos,30,F,PR,8186.19
870,Vitor Lopes,89,F,AM,9473.8
871,Dom Farias,60,M,PR,5139.5
872,Esther Souza,55,F,MT,5842.2
873,Alice Lima,66,M,BA,2424.14
874,Srta. Alice da Luz,82,M,MT,4103.4
875,Miguel Cavalcante,76,F,DF,4098.21
876,Lara Sousa,96,M,DF,9855.14
877,Ana Luiza Moreira,94,F,BA,4277.34
878,Luiz Fernando da Conceição,44,F,RJ,5803.28
879,Lívia Castro,43,F,MS,2371.92
880,Alice Sales,77,M,CE,5171.34
881,Davi Leão,44,F,MS,3654.52
882,Maria Alice Rezende,74,M,PA,3705.01
883,Jade da Costa,39,F,PR,9930.34
884,João Felipe Novaes,30,F,RS,7661.5
885,Luigi Montenegro,91,M,BA,7036.6
886,Gael Henrique Freitas,97,F,GO,5612.44
887,Erick Azevedo,66,F,GO,4821.5
888,Maria Isis Silveira,30,F,MA,3280.41
889,Luiz Henrique Aparecida,42,M,SC,4167.56
890,Liam Almeida,74,M,PR,3725.29
891,Letícia Lopes,68,F,SP,1883.96
892,João Camargo,88,M,RJ,2131.55
893,Leonardo Santos,97,M,GO,9333.63
894,Henry Gabriel da Mota,35,F,PA,1479.2
895,João Lucas Sampaio,53,F,PI,2900.14
896,Bernardo Carvalho,58,F,TO,1915.25
897,Rael Gonçalves,89,F,BA,8950.12
898,Kaique Porto,44,M,RS,4569.28
899,João Guilherme Barbosa,89,M,PI,9199.21
900,Pedro Sampaio,46,F,MS,4328.23
901,Srta. Bella Farias,93,M,AL,6973.82
902,Davi Miguel Câmara,34,M,PB,4970.51
903,Thiago Gomes,43,F,TO,3487.24
904,Thales Lopes,20,M,BA,8335.13
905,Melina da Costa,48,M,ES,7635.44
906,Emanuella Monteiro,30,M,AC,8874.66
907,Thales das Neves,40,M,RN,4325.38
908,Mariane Albuquerque,49,F,MA,5764.31
909,Murilo Carvalho,70,M,RS,2259.9
910,Matheus Gomes,99,F,PI,9124.09
911,Leandro da Cruz,56,F,SE,1591.87
912,Manuella Peixoto,81,M,PE,3895.26
913,Brenda Cunha,34,F,PI,6918.37
914,Gabrielly Pacheco,67,F,RS,4581.31
915,Leonardo Albuquerque,66,F,SC,5727.99
916,Kamilly Gonçalves,41,F,PB,7165.09
917,Lara Fernandes,88,M,SP,6088.11
918,Dom Duarte,34,F,RR,7779.32
919,Gabrielly Novaes,84,F,AM,6387.39
920,Benício Fonseca,38,M,MS,2022.14
921,Sr. Ravi Lucca Novais,41,M,RR,3971.07
922,Matheus da Costa,82,F,AL,9298.8
923,Davi Miguel Campos,46,F,MG,3810.75
924,Sr. Thiago Lopes,41,F,PR,3072.19
925,Natália Lopes,43,F,AL,3656.57
926,Ana Vitória Casa Grande,46,F,MT,3931.4
927,Juan Lima,40,M,GO,7412.02
928,Sr. Paulo Costela,85,M,SE,8059.74
929,Alice Ribeiro,93,M,MT,6858.62
930,Raquel Nunes,68,M,PE,2956.12
931,Murilo Lima,24,F,AM,9096.88
932,Dra. Julia Ferreira,93,M,MS,2364.72
933,Rebeca Abreu,97,M,AL,6889.93
934,Cecilia Silveira,56,M,PR,9769.46
935,Vitor Gabriel Viana,83,F,AL,4368.28
936,Giovanna Souza,59,M,AL,8716.12
937,Valentim Souza,63,F,MS,8810.42
938,Isaac Nunes,89,F,RR,4541.99
939,Jade Araújo,42,M,PR,5160.29
940,Nina da Cunha,31,M,RO,5365.74
941,Guilherme Machado,66,F,SC,1293.12
942,Ana Beatriz Leão,67,F,SC,7608.73
943,Hadassa Barbosa,78,F,SP,6018.13
944,Matheus Aragão,100,F,RJ,8601.11
945,Laís Gonçalves,55,M,PA,6476.05
946,Eduardo Peixoto,41,M,SE,5923.54
947,Sr. Fernando Cavalcanti,33,M,RN,9165.71
948,Sr. Brayan da Paz,55,M,CE,1156.89
949,Cecília Peixoto,73,F,RN,8400.89
950,João Pedro Camargo,69,F,PR,5980.8
951,Maria Alice Caldeira,55,M,PR,1679.89
952,Julia Nunes,32,M,AL,1525.85
953,Fernando Pacheco,35,F,RS,1596.42
954,Davi Lucca Gonçalves,79,F,GO,6219.42
955,Laís Mendonça,53,F,AM,6977.53
956,João Miguel Caldeira,60,F,SE,3863.31
957,Thomas Freitas,75,F,MG,9436.26
958,Isabel Fernandes,25,M,PI,3179.5
959,Gabriela Novaes,73,M,SP,5536.91
960,Diogo Novais,76,M,RS,7862.85
961,Sr. Levi Dias,64,M,PR,9178.71
962,Sra. Sarah da Luz,42,M,PE,8004.85
963,Dra. Zoe Moraes,32,M,BA,9879.78
964,Davi Abreu,94,M,RS,6571.32
965,Antônio Jesus,42,M,SP,2872.99
966,Bianca Rezende,97,F,AP,7070.71
967,Sr. Luiz Gustavo Sales,36,F,SE,5416.3
968,Ana Cecília Siqueira,30,F,RN,3418.54
969,Giovanna Barbosa,39,F,AL,4284.81
970,Manuela Pimenta,52,M,PI,1287.85
971,Lucas Vargas,55,M,SE,1021.1
972,Caroline Nunes,26,F,PA,8982.91
973,Dra. Isabela da Cunha,29,F,DF,5001.72
974,Melina Nascimento,41,F,AC,1112.54
975,Catarina Teixeira,94,M,MS,6473.65
976,Pedro Henrique Novaes,76,F,GO,1024.84
977,Isadora Melo,55,F,RJ,5693.56
978,Caio Oliveira,95,M,RN,8965.9
979,Lara Pinto,75,M,GO,8706.45
980,Arthur Gabriel da Costa,21,M,ES,2016.89
981,Anna Liz Monteiro,90,M,RJ,4902.8
982,Lorenzo Casa Grande,39,M,TO,3577.72
983,Sr. Apollo Siqueira,82,F,AL,1384.99
984,Dra. Alícia Garcia,86,M,MA,6256.47
985,Luna Vasconcelos,39,M,PE,2453.06
986,Matheus Fernandes,86,F,AP,2990.65
987,Sophia da Mota,32,F,TO,6812.34
988,Hadassa da Paz,83,F,ES,5219.23
989,Vitor Martins,26,M,BA,4958.62
990,Leonardo Rocha,69,M,AP,6350.34
991,Stella Ramos,47,M,MA,7284.66
992,Arthur Novais,59,M,PE,7110.95
993,Heloisa Farias,31,F,SP,2761.82
994,Enzo Barbosa,61,M,PE,6122.1
995,Liam Rocha,31,F,PI,6792.75
996,Dra. Nicole Freitas,50,M,GO,6669.51
997,Sarah Duarte,50,M,SP,3435.43
998,Pedro Henrique da Luz,26,F,MG,6454.59
999,Ester Fogaça,91,F,DF,2955.93
1000,Maria Barros,36,F,AP,7374.58
1001,Dom da Cunha,25,F,GO,8009.74
1002,Lorena Montenegro,93,M,MS,3251.8
1003,Sr. Noah Mendonça,28,F,AP,5898.48
1004,Mateus Oliveira,35,F,MG,1669.65
1005,Gustavo Ramos,79,M,PB,5229.11
1006,Paulo Peixoto,18,F,RO,7338.19
1007,Heloísa Nogueira,30,F,RR,2793.32
1008,Thomas Barros,28,M,PR,8456.32
1009,Ana Vitória Novaes,33,M,PE,2963.63
1010,Murilo Ribeiro,56,F,GO,6939.62
1011,Sra. Maria Flor Lima,76,M,AC,2621.94
1012,Manuella Pires,59,M,MG,8726.88
1013,Caio Cunha,79,M,AL,8985.46
1014,Hellena Cavalcante,45,F,AP,8492.65
1015,Valentina Duarte,43,M,GO,2582.74
1016,Melissa Dias,27,F,PR,3050.39
1017,Davi Lucas da Cruz,88,F,AM,9830.42
1018,Ana Luiza Lima,20,M,PE,2842.7
1019,Sra. Isabel Ribeiro,35,M,SC,8508.36
1020,Diogo Câmara,23,M,RO,8766.65
1021,Luigi Fonseca,98,M,MT,4274.12
1022,Sophia Cardoso,27,F,AM,7130.56
1023,Gael Henrique Nascimento,53,M,RJ,2764.55
1024,Bryan Nunes,82,F,MS,8719.17
1025,Valentim Borges,31,M,AM,2866.78
1026,Nathan Câmara,42,M,SC,7824.09
1027,Vitor Novais,66,F,MG,5535.39
1028,Alexandre Câmara,78,F,TO,4807.54
1029,Melina Oliveira,64,F,BA,1950.67
1030,Sra. Lara Andrade,43,F,MS,6945.51
1031,Melina Fogaça,36,M,TO,5177.43
1032,Liam Nogueira,100,F,SC,8880.85
1033,Lívia Souza,67,F,ES,3067.43
1034,Enzo Gabriel Mendes,76,M,PE,9740.64
1035,Júlia Leão,31,F,ES,9126.36
1036,Cecilia Rocha,57,F,MG,1135.99
1037,Ana Vitória Santos,22,M,AP,1765.98
1038,Rafael da Paz,34,M,TO,7566.86
1039,Davi Lucca Cardoso,18,F,MS,4075.72
1040,Sabrina Azevedo,30,F,PE,9951.53
1041,Sophia Cassiano,29,M,PA,2374.66
1042,Daniela Oliveira,34,M,MA,2985.83
1043,Leonardo Aparecida,52,M,SC,5056.54
1044,Maria Laura Aparecida,68,F,SP,2815.43
1045,Sra. Ana Julia Moura,38,F,MG,7238.31
1046,Ísis Ribeiro,63,F,RO,4385.23
1047,Pedro Henrique Jesus,65,F,TO,7254.41
1048,Dr. Otávio Ribeiro,21,F,RO,3947.72
1049,Alexia Câmara,29,M,AM,2095.24
1050,Pedro Carvalho,34,F,AM,1297.3
1051,Mathias da Luz,78,F,MS,8716.62
1052,Sra. Allana Machado,25,F,GO,9953.5
1053,Maria Vitória Novaes,33,M,AL,5389.9
1054,Ana Clara Pacheco,18,F,PB,8033.7
1055,João Felipe Melo,85,M,MT,8181.97
1056,Giovanna Pastor,70,M,AL,5482.9
1057,Theo da Luz,78,M,DF,8245.11
1058,Dra. Luna Casa Grande,24,F,SC,6370.26
1059,Mirella Azevedo,41,M,RN,3758.7
1060,Sr. Levi Martins,38,F,RR,9734.7
1061,Davi Lucas Dias,86,M,MG,1051.53
1062,Otto Melo,48,M,BA,9993.05
1063,Melina Guerra,51,F,RJ,8522.62
1064,Benjamin Rezende,72,F,RS,5365.76
1065,Eduarda Peixoto,96,M,PR,2079.16
1066,Sr. Enzo Moraes,88,F,AP,8877.45
1067,Srta. Lívia Sales,36,F,PA,8451.31
1068,Dra. Bianca Moura,46,M,MA,8012.22
1069,Henry Gabriel Jesus,19,M,AC,6361.14
1070,Vitor Gabriel Costa,20,M,ES,2845.81
1071,Apollo Moreira,95,M,SP,5130.45
1072,Maria Cecília da Rocha,45,F,AL,5125.33
1073,Sr. Benício Farias,60,F,SP,1309.41
1074,Ryan Fonseca,82,F,PE,7398.92
1075,Alice da Rocha,60,M,RR,5399.4
1076,Gael Rocha,91,M,RO,7968.19
1077,Pedro Miguel Novaes,63,M,PB,5065.16
1078,Maria da Rosa,26,F,GO,6694.43
1079,Enzo Aparecida,23,M,CE,7717.71
1080,Manuella da Conceição,46,F,AC,7072.42
1081,Hadassa Pereira,41,F,PI,9390.13
1082,Isabela Lima,75,F,PI,1965.4
1083,Beatriz Aparecida,25,F,AL,3947.81
1084,Dra. Lavínia Sá,83,M,BA,1186.03
1085,Benicio Araújo,36,F,CE,2469.38
1086,Dr. Pedro Leão,87,F,RO,7982.73
1087,Sra. Bárbara Sampaio,99,M,DF,7166.09
1088,Levi Mendes,77,M,AC,7725.94
1089,André Correia,52,F,MG,1366.62
1090,Cauê Fogaça,33,M,TO,9722.0
1091,Oliver Barros,64,M,AL,4506.61
1092,Mateus da Conceição,37,M,AC,5640.66
1093,Ana Laura Cavalcante,43,M,MS,8254.22
1094,Caio Gomes,55,F,GO,9056.81
1095,Ian Pereira,86,F,SE,3966.63
1096,Nicole Cunha,20,M,PB,4781.01
1097,Sra. Luana Araújo,53,M,RS,8865.63
1098,Ísis Casa Grande,76,M,SC,3373.08
1099,Maria Cecília Carvalho,86,F,DF,6783.32
1100,Luiz Henrique Jesus,90,F,CE,7380.04
1101,Luiz Felipe Cassiano,47,F,MS,6918.22
1102,Maria Júlia Albuquerque,28,F,PI,3638.6
1103,Daniel Lima,65,F,GO,5009.36
1104,Cauã Novaes,71,M,PB,1805.09
1105,Nicole Camargo,32,F,DF,8759.67
1106,Lucca Castro,30,M,AM,8570.05
1107,Maria Isis Teixeira,47,M,PI,8083.15
1108,Raquel Campos,42,M,GO,7931.43
1109,Ana Clara Pinto,100,F,TO,8146.78
1110,Heitor Sá,27,F,RO,8792.61
1111,José Miguel Vieira,25,F,SE,8566.86
1112,Laura Machado,75,M,PR,1530.92
1113,Juan Pires,57,M,PA,6504.7
1114,João Miguel da Mota,68,F,CE,7576.23
1115,Anthony Gabriel da Cruz,54,M,BA,5544.82
1116,Arthur Miguel Castro,19,F,SC,9676.99
1117,Carolina Costa,40,F,PE,8149.87
1118,Amanda Castro,36,M,TO,5606.87
1119,Stephany Cavalcante,34,F,RS,7453.0
1120,Sr. José Miguel Brito,31,F,MA,8862.78
1121,Dra. Letícia Duarte,78,F,PA,6751.79
1122,Alana Ribeiro,58,M,RR,2759.14
1123,Paulo Pastor,38,M,MT,2111.17
1124,Bento Vasconcelos,84,F,PB,1265.97
1125,Sofia Almeida,44,M,TO,5396.17
1126,Maria Clara Sá,20,M,PI,4999.78
1127,Sr. Vinícius Pires,89,M,AM,1078.67
1128,Luísa Andrade,26,M,RS,4200.46
1129,Larissa Carvalho,89,F,RR,2621.53
1130,Josué Sales,63,F,DF,3838.3
1131,Marcela Moraes,48,M,PI,4720.15
1132,Luiz Henrique da Mota,91,F,TO,9965.26
1133,Dr. Ryan da Rosa,97,M,PR,5416.98
1134,Dra. Brenda Barbosa,67,F,AL,3055.08
1135,Augusto Azevedo,70,F,MT,9300.23
1136,Sr. Lucas Gabriel Almeida,91,M,AL,6820.19
